City Name,Bus stop Name,Longitude,Latitude
Thane,Chhatrapati Shivaji Terminus (GPO),72.836529,18.9384672
Thane,Chheda Nagar,72.9047445,19.069429
Thane,Chinchoti Naka,72.8966673,19.3831377
Thane,Chintamani Hotel / Jain Temple,73.0513048,19.1469407
Thane,Citi Bank BKC,72.8677372,19.0685355
Thane,Civil Hospital,72.978793,19.199065
Thane,Colour Chem,72.9865353,19.2199835
Thane,Colour Chem?,72.9865348,19.219983
Thane,Cosmos Bank,72.9589336,19.2170349
Thane,Cosmos Paradise,72.9586613,19.2167476
Thane,Court Naka,72.9772445,19.1971028
Thane,Dadar (E) Tt Circle,72.8478101,19.0179758
Thane,Dadlani Park,72.9964804,19.2222896
Thane,Dadoji Konddev Stadium,72.9807989,19.1919445
Thane,Dahisar Check Naka,72.8717638,19.2586533
Thane,Dahisar Toll Naka,72.871844,19.258617
Thane,Damyanti Smruti,72.979655,19.26483
Thane,Datta Mandir,72.996775,19.2259
Thane,Datta Tekdi,72.8609158,19.1394874
Thane,Datta Wadi,72.998557,19.200418
Thane,Dattani Park,72.8683089,19.2114151
Thane,Dattu Wadi Mumbra/Sainath Hospital,73.0227952,19.1932608
Thane,Debonair Society,72.97077667,19.197025
Thane,Desai Bangla,72.9779724,19.205182
Thane,Devdaya Company,72.961593,19.220364
Thane,Devdaya Nagar,72.957842,19.214933
Thane,Devidayal Company,72.9605239,19.2209627
Thane,Devipada,72.8636392,19.2258743
Thane,Dharamvir Nagar / Happy Valley Circle,72.9702695,19.2364877
Thane,Dharmveer Ngar / Happy Valley,72.9719034,19.2225821
Thane,Dhokali Naka,72.9805674,19.2271535
Thane,Diamond Market BKC,72.8649108,19.0667897
Thane,Dindoshi Police Station,72.8585293,19.1880237
Thane,Diva,73.0281438,19.2300117
Thane,Diva 1 / Diva Gaon / Anjur,73.0281429,19.2300088
Thane,Diva 2 / Diva Phata / Petrol Pump,73.0327,19.233342
Thane,Diva Phata,73.032814,19.233422
Thane,Diva-Vasai Railway Bridge,72.8938078,19.3508311
Thane,Diwale/Bhandarli Gaon,73.040224,19.1478887
Thane,Dnyan Sarita,72.949487,19.2024046
Thane,Dnyan Sarita College,72.948963,19.178823
Thane,Dnyaneshwar Nagar,72.9575545,19.2020475
Thane,Dnyansadhna College,72.9652716,19.1842687
Thane,Dongri Pada,72.9733796,19.2510349
Thane,Durdwani Kendra,72.9516941,19.1944506
Thane,Durga Nagar,72.8720857,19.1380335
Thane,Durgesh Complex,73.0162466,19.2387761
Thane,Durgesh Park,73.0173623,19.2434545
Thane,Dwarka Hotel,72.8259356,19.4133889
Thane,Edenwood,72.9695491,19.2279323
Thane,Endavour Society,72.9616998,19.1707653
Thane,Endeavour Society,72.961904,19.1708011
Thane,Everest World Park,72.9830836,19.2316556
Thane,Evershine City,72.8405577,19.3994272
Thane,Exotica,72.94794,19.231872
Thane,Family Court BKC,72.8514467,19.0560168
Thane,Father Wadi,72.8465779,19.4031094
Thane,Fire Station,72.8282135,19.4056606
Thane,Flower Valley,72.9722311,19.2080375
Thane,Flower Valley / Jupiter Hospital,72.9725209,19.2076594
Thane,Forest Avenue,72.9805897,19.2520752
Thane,Forest Avenue / Arcadia,72.981757,19.2544619
Thane,Forest Office,72.9644593,19.1890235
Thane,Fountain Hotel,72.904743,19.284978
Thane,Gaimukh,72.936247,19.285143
Thane,Gaimukh Mandir / Jagannath Mahadev Temple,72.9408145,19.2856445
Thane,Gandhi Nagar,72.9702766,19.2183604
Thane,Ganesh Nagar,72.8646077,19.2461132
Thane,Ganesh Nagar / Gokul Anand Hotel Borivali East,72.864763,19.244507
Thane,Gaondevi,72.972404,19.184527
Thane,Gaondevi Mandir Kopri,72.9723407,19.1846316
Thane,Garden Est.,72.9677871,19.2330334
Thane,Garden Estate,72.9677881,19.2330391
Thane,Garib Nagar,72.9637854,19.2719657
Thane,Gautam Nagar,72.8698804,19.1185236
Thane,Gavanpada,72.9617686,19.1735087
Thane,Gavdevi Mandir Thane (w),72.9746802,19.1887765
Thane,Gawand Baug,72.958787,19.2249413
Thane,Ghartan Pada,72.8675727,19.251923
Thane,Ghodbunder Village,72.8932566,19.2868127
Thane,Gholai Nagar,73.01288167,19.20434167
Thane,Glaxo Company,72.966106,19.21948
Thane,Godrej Boyce,72.9293755,19.1011857
Thane,Godrej Soaps,72.9260688,19.0931363
Thane,Gokhivare Talav Vasai,72.843235,19.4003676
Thane,Gokul Anand Hotel Borivali East,72.86434,19.244128
Thane,Gokul Nagar,72.9770196,19.2093528
Thane,Gokulngar,72.9770214,19.2093518
Thane,Gold Craft,72.9839616,19.2571473
Thane,Gold Croft,72.983968,19.257143
Thane,Golden Chemicals,72.872971,19.261791
Thane,Golden Chemicals / Thakur Mall,72.8737912,19.262133
Thane,Gondhale Wadi,72.977495,19.26342
Thane,Gopal Nagar,73.0642368,19.2976085
Thane,Goregaon Check Naka,72.8588838,19.1670834
Thane,Green Fields,72.8692422,19.1397224
Thane,Green Park / Pleasant Park,72.8788423,19.2784498
Thane,Gundavali,72.8556345,19.1205272
Thane,Gurukul Society,72.9644356,19.1958959
Thane,Gyan Sarita,72.9505489,19.1786076
Thane,Gyan Sarita Sada,72.9505962,19.1787327
Thane,Gyaneshvar Nagar,72.957507,19.2019485
Thane,Gynan Sadhana College,72.9647153,19.1845348
Thane,Gynansadhana College,72.96525,19.184261
Thane,Hajuri,72.959233,19.1949886
Thane,Hajuri Dargah,72.9598067,19.1932373
Thane,Hanuman Complex,73.016963,19.24141
Thane,Hanuman Road,72.8540603,19.1053657
Thane,Hardas Nagar,72.9770458,19.21296
Thane,Hari Nivas,72.9661077,19.1906054
Thane,Hari Niwas,72.9676911,19.1904631
Thane,Harinivas,72.9676948,19.1904625
Thane,Hatkesh,72.876626,19.2803638
Thane,Havre City / Borivade Gaon,72.9599848,19.2624347
Thane,Hawre City / Boriwade Gaon,72.9599772,19.2624355
Thane,HDFC Bank Siddhachal,72.9645844,19.2226341
Thane,Highland Haven,72.9911824,19.2178351
Thane,Highland Park,72.9822602,19.2222873
Thane,Highway Darshan,72.963232,19.189414
Thane,Highway Darshan Society,72.963655,19.1893938
Thane,Hill Garden,72.9662198,19.2350213
Thane,Hiranandani,72.9066535,19.1204837
Thane,Hiranandani Garden,72.9781819,19.2574678
Thane,Hiranandani Meadows,72.9698658,19.2280432
Thane,Hirandani Garden,72.9782186,19.2575023
Thane,Holly Cross,72.9787172,19.2034267
Thane,Holly Cross School,72.9787077,19.2034262
Thane,Holy Cross School,72.978959,19.2034298
Thane,Holy Mary High School,73.0324527,19.2644072
Thane,Hyde Park,72.9775622,19.2243068
Thane,Hyder Park Society,72.97715833,19.22505667
Thane,I.E.S. High School,72.8873134,19.1284035
Thane,I.I.T. Main Gate,72.9168228,19.1254043
Thane,I.I.T. Market,72.9190389,19.1273903
Thane,Ice Factory,72.9686438,19.1873695
Thane,ICICI Bank BKC,72.8614105,19.0649385
Thane,Imperial Sqaure,72.947311,19.284241
Thane,Imperial Square,72.9476466,19.2844701
Thane,Income Tax Office,72.965048,19.187983
Thane,Indira Nagar,73.007225,19.203375
Thane,Ismail Yusuf College,72.8548448,19.1352193
Thane,ITI Circle,72.9431335,19.1953687
Thane,ITI Thane,72.9431341,19.1953599
Thane,J B Nagar,72.8690976,19.1117986
Thane,J K Gram,72.965137,19.20741
Thane,J.J. Hospital / Dr. M. Iqbal Chowk,72.8318907,18.9627732
Thane,Jablinaka,72.97791,19.19457
Thane,Jagannath Mahadev Temple,72.940813,19.285655
Thane,Jai Bhawani Nagar,72.9536804,19.2025606
Thane,Jakat Naka,73.0643403,19.2977948
Thane,Jalim Kura Mandir / Kismat Colony,73.0234517,19.1720223
Thane,Jambhali Naka,72.9778986,19.1946205
Thane,Jambli Naka,72.9770583,19.1947535
Thane,Jangid Circle,72.870776,19.280336
Thane,Jawahar Nagar,72.9704347,19.2203606
Thane,Jogeshwari Vikroli Link Road (JVLR),72.9379154,19.1241094
Thane,Johnson Company,72.9610782,19.1869218
Thane,Jupiter Hospital,72.9730991,19.2089592
Thane,Jyotiba Phule Nagar / Sukur Park,72.9953519,19.1986825
Thane,K.C. Mahavidyalaya,72.8281619,18.9278691
Thane,Kajupada,72.9225874,19.2787708
Thane,Kajuwadi,72.9604217,19.1974456
Thane,Kaka Nagar,73.0259529,19.1680986
Thane,Kalanagar Highway,72.8470218,19.0534919
Thane,Kalher,73.0177528,19.2481512
Thane,Kalher Pipe Line,73.0181046,19.25116
Thane,Kalpataru,72.963227,19.191593
Thane,Kalpataru Estate,72.867728,19.139915
Thane,Kalsekar College,73.0303965,19.1592509
Thane,Kalsekar College / K.V.K.,73.0292955,19.1616429
Thane,Kalwa Depot,72.9881316,19.1913128
Thane,Kalwa Naka,72.9874,19.1958368
Thane,Kalwa Railway Station,72.998855,19.19635333
Thane,Kalyan Bypass,73.082953,19.269858
Thane,Kalyan Naka,73.06349,19.29622
Thane,Kalyan Phata,73.0473419,19.1425706
Thane,Kamagar Hospital Mulund,72.9452708,19.1792006
Thane,Kamal Amrohi Studio,72.8746887,19.1336385
Thane,Kamgar Hospital,72.9452706,19.1792006
Thane,Kamgar Hospital Mulund,72.9452857,19.1791996
Thane,Kamgar Hospital Thane,72.9539819,19.2035738
Thane,Kanhaji Agrh Chowk,72.9831241,19.1972377
Thane,Kanjur Marg Village,72.9415264,19.1303255
Thane,Kannamwar Nagar,72.9352717,19.116474
Thane,Kapadia Nagar,72.8726527,19.0750248
Thane,Kapurbavdi,72.9798877,19.2175435
Thane,Kapurbawdi,72.9799692,19.2178614
Thane,Kasarvadavali,72.9688165,19.2752223
Thane,Kasarvadavali / Sainik Shala,72.9666204,19.2709643
Thane,Kasarvadavali Naka,72.965748,19.269245
Thane,Kasheli,73.0147329,19.2362347
Thane,Kasheli Gaon,73.0152549,19.236426
Thane,Kasheli Toll Naka,73.012248,19.234558
Thane,Kashi Village,72.8860043,19.2741233
Thane,Kashimira,72.8833624,19.272841
Thane,Kashish Park,72.9581603,19.185982
Thane,Kausa,73.0270827,19.1664979
Thane,Kausa Jama Masjid,73.0284303,19.1645503
Thane,Kavyadhara / Siddheshwar Garden,72.982247,19.2283805
Thane,Kelkar College,72.9566533,19.1627374
Thane,Khadi Bhandar,72.834379,18.9377054
Thane,Khalsekar,73.03001731,19.16046347
Thane,Khandagale Estate,73.0290057,19.2608853
Thane,Khandelwal,72.954367,19.21722
Thane,Khandelwal Estate,72.9535495,19.2179639
Thane,Kharegaon,72.999302,19.205603
Thane,Kharegaon Fatak,73.0038331,19.2005304
Thane,Kharegaon Naka,73.0016863,19.2018256
Thane,Kharegaon Pakhadi,73.001542,19.2031855
Thane,Khevra Cercal,72.9697749,19.2325898
Thane,Khewra Circle,72.9697738,19.232589
Thane,Khidkali Temple,73.0642469,19.15658
Thane,Khirkali,73.0674254,19.158929
Thane,Khodadad Circle,72.848952,19.0196231
Thane,Khopat,72.9718279,19.203411
Thane,Khopat S.T. Workshop,72.9733003,19.2007711
Thane,Kinara Dhaba,72.9044514,19.3023244
Thane,Kisan Nagar,72.9495747,19.1896228
Thane,Kismat Colony,73.023455,19.1720238
Thane,KMS / N G Regency,72.9972693,19.2256458
Thane,Kokanipada,72.9583183,19.2240504
Thane,Kokanipada (Pokharan 2),72.957987,19.22338
Thane,Koknipada,72.9653875,19.2336588
Thane,Kolbad,72.9773097,19.2041224
Thane,Kolshet,72.9940765,19.2426635
Thane,Kolshet Gaon,72.9963,19.2440652
Thane,Kolshet Trichapada,72.9962946,19.2440627
Thane,Kopar,73.021945,19.252933
Thane,Koras Company,72.9612842,19.2093138
Thane,Kores Nakshtra,72.9612848,19.2093207
Thane,Korum Mall,72.9656891,19.2016665
Thane,Kousa,73.026919,19.1664791
Thane,Kousa Gaon,73.0271026,19.1664807
Thane,Kousa Jama Masjid,73.028333,19.1643103
Thane,Kurar Village,72.858521,19.1847257
Thane,Lakshmi Narayan Residency,72.9602156,19.2202179
Thane,Lalit Clinic,73.0213049,19.1857956
Thane,Laxmi Industry,72.8675547,19.4072881
Thane,Laxmi Nagar,72.9704236,19.2063901
Thane,Laxmi Narayan Society,72.9599101,19.2194294
Thane,Laxmi Park,72.9552753,19.212017
Thane,Leonard,72.9805176,19.2516809
Thane,LIC Thane Divisional Office,72.962642,19.193802
Thane,Little Angel School,72.9678416,19.272705
Thane,Lockim / R Mall,72.9768782,19.230196
Thane,Lockim Company,72.97659,19.229835
Thane,Lockim Company / R Mall,72.9768658,19.2301938
Thane,Lodha,72.9843872,19.2143345
Thane,Lodha / Rustamji,72.988353,19.2096701
Thane,Lodha / Saket,72.9884463,19.2101169
Thane,Lodha Complex,72.9843527,19.2132279
Thane,Lodha Dham,72.8939746,19.3378647
Thane,Lodha Gate,72.9846525,19.21149
Thane,Loha Bhavan,72.8414893,18.9522755
Thane,Lok Puram,72.9696791,19.2246616
Thane,Lokim Company / R Mall,72.97657,19.229953
Thane,Lokim Company/ R Mall,72.9768789,19.2301967
Thane,Lokmanya Nagar,72.952524,19.2087262
Thane,Louiswadi,72.9623341,19.1956479
Thane,Lousiwadi,72.9623414,19.1956483
Thane,M. I. D. C,72.9554359,19.1911647
Thane,M.I.D.C,72.955442,19.1911632
Thane,M.I.D.C Chakala,72.8678718,19.117969
Thane,M.I.D.C.,72.955454,19.191136
Thane,M.M.R.T,72.851061,19.0554483
Thane,Madkebuwa Chowk,72.8384222,19.0027303
Thane,Magathane Depot / Magathane Telephone Exchange,72.8669956,19.2173648
Thane,Mahagiri Koliwada,72.9825617,19.1939553
Thane,Mahapalika Bhavan,72.967491,19.197039
Thane,Mahapalika Bhawan,72.9681109,19.1977905
Thane,Maharashtra Nagar,72.9701761,19.2302149
Thane,Mahavishnu Mandir Samrat,72.875355,19.265216
Thane,Majas Depot,72.8651573,19.1392279
Thane,Majiwada,72.977341,19.2144886
Thane,Majiwada Gaon,72.9816729,19.2139249
Thane,Majiwada Gaon Corner,72.9780454,19.2148411
Thane,Majiwada Naka,72.9773374,19.2144876
Thane,Makhamali Talav,72.9717052,19.198457
Thane,Malhar Cinema,72.9669852,19.1874401
Thane,Manisha Nagar,72.9907979,19.1968213
Thane,Mankoli,73.0414189,19.2403441
Thane,Mankoli Naka,73.041905,19.241392
Thane,Manorama Nagar,72.98026,19.23195
Thane,Manpada,72.975938,19.234887
Thane,Mantralaya,72.8239923,18.9282418
Thane,Maratha Punjab / Madvi Chowk,73.0388437,19.2702277
Thane,Maratha Punjab; Madvi Chowk,73.0387163,19.2703869
Thane,Marol Bus Depot,72.8652881,19.1183149
Thane,Mhada Vasahat,72.9699647,19.223438
Thane,Mhatre Wadi / Patil Wadi,73.0550646,19.1499268
Thane,Milan Sub Way,72.8441532,19.0904685
Thane,Milind Nagar,72.8904201,19.1263687
Thane,Millenium Hospital / Shimla Park,73.0284846,19.1633161
Thane,Mini Punjab,73.0536017,19.250035
Thane,Mira Gaon,72.8786327,19.2695265
Thane,Mira Gaothan,72.8771999,19.267715
Thane,Mira Road Station,72.8580985,19.2813774
Thane,Mithagar,72.9639858,19.1654735
Thane,Mkhamali Talav,72.9718472,19.1984375
Thane,Mohammad Estate,72.8712083,19.0736576
Thane,Monalisa Lawns,72.9598,19.26169667
Thane,MTNL,72.9516703,19.1943166
Thane,MTNL Telephone Exchange BKC,72.8715659,19.0710834
Thane,Muchhala College,72.9682566,19.2627962
Thane,Muktai Nagar,72.977178,19.211117
Thane,Muktaingar,72.9771252,19.2108322
Thane,Mulla Bagh,72.975482,19.239137
Thane,Mullabaugh,72.9754867,19.2390514
Thane,Mulund,72.9543665,19.1842828
Thane,Mulund Check Naka,72.9566804,19.1858524
Thane,Mulund Check Naka (Narpoli),72.9566801,19.185834
Thane,Mulund Court / Mulund Station (W),72.9580166,19.17469
Thane,Mulund Shivsena,72.9544977,19.1739683
Thane,Mulund Sonapur,72.9505403,19.1786166
Thane,Mulund Station (W),72.9580464,19.1738394
Thane,Mumbra,73.0228213,19.1900775
Thane,Mumbra Police Station,73.0223411,19.1832987
Thane,Mumbra Prabhat Office,73.0214652,19.1875663
Thane,Mumbra Railway Station,73.0228228,19.1900781
Thane,Mumbra Shiv Mandir,73.0226539,19.177472
Thane,Mumbra Toll Naka,73.0077178,19.2125103
Thane,Municipal Commissioner House,72.9777938,19.2481914
Thane,Murfi Company,72.962255,19.194265
Thane,Nadanawan Homes,73.00984,19.20946667
Thane,Nagala Bunder,72.950145,19.284162
Thane,Nalanda,72.9130968,19.074828
Thane,Nalasopara Railway Station (E),72.8192186,19.4207492
Thane,Namdev Wadi,72.9662692,19.1983466
Thane,Nandanwan Homes,73.009865,19.20932667
Thane,Narpoli Police Station,73.0500071,19.2835044
Thane,Nashimat Colony,73.0245763,19.1701116
Thane,National Park,72.863136,19.230497
Thane,Naupada,72.9675119,19.188317
Thane,Neelkanth Terminus,72.9605609,19.2211581
Thane,Nelco Company,72.8628936,19.1172441
Thane,Nency Colony,72.863664,19.237669
Thane,New Shakti Mill,72.9754576,19.2008008
Thane,New Shakti Mill / Ambedkar Road,72.9754838,19.200791
Thane,Nilkanth,72.958532,19.2247863
Thane,Nitin Company,72.9628986,19.1991462
Thane,Nitin Company / Bata Showroom,72.9648541,19.1989775
Thane,Novartis,72.9885211,19.2349189
Thane,Omkareshwar Mandir,72.862502,19.231353
Thane,Oriental Bank,72.827415,19.4078171
Thane,Orkay Mill,72.8704854,19.1214873
Thane,Oswal Park,72.9763113,19.21451
Thane,Oswal Sagar Hall,73.04485,19.276643
Thane,Ovala,72.96033,19.2741916
Thane,Ovala Gaon,72.9605002,19.274579
Thane,Owali,73.061612,19.254902
Thane,Pach Rasta,72.9519274,19.1755892
Thane,Pach Rasta Devidayal,72.9527894,19.1754957
Thane,Pach Rasta Devidayal Road,72.9527892,19.1754848
Thane,Padle Gaon,73.0601915,19.1537408
Thane,Panchamrit,72.9704801,19.2571158
Thane,Panchkutir / Ganesh Mandir,72.9096798,19.1241271
Thane,Paras Shop,72.822997,19.4164871
Thane,Parkwood Society,72.96547667,19.262215
Thane,Parmarth Niketan,72.9667844,19.1947594
Thane,Parsik Nagar,73.001582,19.203117
Thane,Passport Office,72.9550441,19.1921022
Thane,Passport Office / M.I.D.C,72.9552526,19.1910991
Thane,Pathan Wadi,72.8586909,19.1793917
Thane,Pathar Pada,72.8958276,19.3213155
Thane,Patli Pada,72.9752899,19.2473511
Thane,Pawar Nagar,72.9661066,19.2288757
Thane,Pimplas,73.0739906,19.2631566
Thane,Pipe Line,73.012156,19.2140504
Thane,Pipe Line Kalher,73.018108,19.251025
Thane,Pipeline Road,73.073958,19.281865
Thane,Piyushpani Parshvanath Jain Temple,72.8994898,19.2854318
Thane,Piyushpani Parshvnath Jain Temple,72.899548,19.285287
Thane,Police Line,72.9793799,19.2011474
Thane,Poshmata Mandir,72.9554007,19.281013
Thane,Powai Plaza,72.9129006,19.1241922
Thane,Powai Police Station / Ram Ashram,72.8998554,19.1199414
Thane,Powai Vihar Sankul,72.9038679,19.119526
Thane,Power House,73.06942,19.2889193
Thane,Prabhat Cinema,72.9769161,19.1905198
Thane,Pradeep Society,72.967373,19.19354
Thane,Pratap Cinema,72.9737095,19.203424
Thane,Pratap Nagar,72.8567936,19.1408636
Thane,Prem Nagar,73.0058759,19.2034763
Thane,Priyadarshini,72.8792003,19.0525635
Thane,Pudhari Nagar,72.8216929,19.4180562
Thane,Pujani Estate,72.9695969,19.2042736
Thane,Punjab Foundry,72.8819207,19.2760754
Thane,Purna,73.0264224,19.258269
Thane,R. T. O/ Central Jail,72.9812304,19.1988958
Thane,R. T. O/ L. I. C,72.9628555,19.1923771
Thane,R. T. O/Central Jail,72.9812883,19.1990638
Thane,R.T.O Thane,72.9812888,19.199088
Thane,R.T.O. / Kamraj Nagar,72.9104702,19.0732258
Thane,Rabodi,72.9799637,19.2030593
Thane,Raghukul Society,73.00626167,19.20706167
Thane,Rahnal,73.0299011,19.2619876
Thane,Railway Accident Court,72.8384826,18.9403767
Thane,Raj Park,73.0073357,19.204986
Thane,Ram Ganesh Gadkari Rangayatan,72.9743513,19.1948902
Thane,Ram Mandir,72.9451686,19.2351511
Thane,Ramabai Nagar,72.915661,19.0782482
Thane,Ramchandra Nagar,72.9622281,19.2000949
Thane,Ramchandra Nagar No 1,72.9622568,19.2001103
Thane,Rameshwar Society,73.0095623,19.2042289
Thane,Ramwadi,72.858449,19.1402967
Thane,Range Office,72.8503693,19.4055834
Thane,Raval Pada,72.867564,19.251924
Thane,Ravi Fisheries,72.945314,19.1950918
Thane,Raymond,72.9641452,19.2079845
Thane,Reliance Energy Training Center,72.8822515,19.1294721
Thane,Reliance Market,73.0115,19.20773167
Thane,Reserve Bank Of India (RBI) BKC,72.8530886,19.0579101
Thane,Reti Bunder 1,73.0223698,19.2004036
Thane,Reti Bunder 2/Ranna Nagar,73.0204114,19.2025637
Thane,Reti Bunder 3,73.0178123,19.2070787
Thane,Reti Bunder Circle,73.0165969,19.2100293
Thane,Retibndar No.2,73.0204258,19.2025627
Thane,Retibunder 2,73.0199345,19.2034565
Thane,Retibunder 3,73.0178146,19.2070781
Thane,Retibunder Number 1,73.0222076,19.2003094
Thane,Retibunder Number 2/Ranna Nagar,73.0199267,19.2034459
Thane,Retibunder Number 3,73.0177184,19.2069334
Thane,Retuibunder 1,73.0223724,19.2004028
Thane,Road No 16,72.9537708,19.1937057
